fileName,deviceName,startDateTime,modifiedOn,message,status,Root_cause_of_failure,Action_taken_to_solve,Exception_Type
Google Chrome -assignment,DESKTOP-56OTK9I,2021-10-04T03:38:55.280793500Z,2021-10-04T03:38:56.822741400Z,"{message:There was a problem at line 3\n,details:This may be due to the following reason:\n\n    Unable to find the 'appwix.cpi' executable file.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
Google Chrome -assignment,DESKTOP-56OTK9I,2021-10-04T03:38:34.168509100Z,2021-10-04T03:38:35.767778900Z,"{message:There was a problem at line 3\n,details:This may be due to the following reason:\n\n    Unable to find the 'appwix.cpl' executable file.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
supply chain management,DESKTOP-56OTK9I,2021-10-04T11:46:30.743042500Z,2021-10-04T11:47:00.506326Z,"{message:There was a problem at line 31\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-09-29T12:37:18.790336600Z,2021-09-29T12:38:26.647428300Z,"{message:There was a problem at line 32\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
123,DESKTOP-56OTK9I,2021-09-29T06:47:36.414368500Z,2021-09-29T06:48:12.098123400Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled '$APP-NAME$- Programs and Features' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
123,DESKTOP-56OTK9I,2021-09-29T06:39:52.281424100Z,2021-09-29T06:40:32.732008700Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'googl chrome - Programs and Features' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
123,DESKTOP-56OTK9I,2021-09-29T06:32:17.399973900Z,2021-09-29T06:32:52.854855800Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'googl chrome - Programs and Features' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
RPA _Challenge,DESKTOP-56OTK9I,2021-09-28T11:29:38.652548100Z,2021-09-28T11:29:41.124874400Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Key 'Company Name' not found in record.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
RPA _Challenge,DESKTOP-56OTK9I,2021-09-28T11:29:16.657950700Z,2021-09-28T11:29:19.141063500Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Key 'Company Name' not found in record.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
AuditAPI,DESKTOP-MOK7P83,2021-11-03T08:13:16.054099600Z,2021-11-03T08:13:20.140290500Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Certificate Error,Get the required certificates and reran the bot,System exception
AuditAPI,DESKTOP-MOK7P83,2021-11-03T08:12:09.674290100Z,2021-11-03T08:12:23.338856400Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Certificate Error,Get the required certificates and reran the bot,System exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:57:39.205091100Z,2021-10-04T07:57:55.266516800Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. TEXTBOX is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
assingment,DESKTOP-56OTK9I,2021-10-04T07:14:00.207926700Z,2021-10-04T07:14:16.678221800Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. TEXTBOX is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google Chrome -assignment,DESKTOP-56OTK9I,2021-10-04T03:46:44.388755900Z,2021-10-04T03:47:01.090696700Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. TEXTBOX is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
Google Chrome -assignment,DESKTOP-56OTK9I,2021-10-04T03:46:01.306957400Z,2021-10-04T03:46:21.076365Z,"{message:There was a problem at line 4\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. TEXTBOX is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
employee data migration,DESKTOP-56OTK9I,2021-10-12T07:20:23.645875700Z,2021-10-12T07:21:05.576969Z,"{message:There was a problem at line 47\n,details:This may be due to the following reason:\n\n    A user cancelled running the bot. You can run it again.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
AuditAPI,DESKTOP-MOK7P83,2021-10-13T07:36:29.751384300Z,2021-10-13T07:36:33.257881700Z,"{message:There was a problem at line 5\n,details:This may be due to the following reason:\n\n    400 Bad Request. Could not process the request for URI https://atosrpatraining.uksouth.cloudapp.azure.com/v2/activity/list due to improper input supplied or other error\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Technical Error,Checked the code and did necessary changes and reran the bot ,Application exception
